Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value
Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,3 ,21,"Dec 9 - Dec 21, 2020",12/09/2020,12/21/2020,33.6
Symptoms of Anxiety Disorder,By State,Alabama,Alabama,3 ,22,"Jan 6 - Jan 18, 2021",01/06/2021,01/18/2021,36.8
Symptoms of Anxiety Disorder,By State,Alaska,Alaska,3 ,22,"Jan 6 - Jan 18, 2021",01/06/2021,01/18/2021,36.2
Symptoms of Anxiety Disorder,By State,Arizona,Arizona,3 ,22,"Jan 6 - Jan 18, 2021",01/06/2021,01/18/2021,33.5
Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,3 ,22,"Jan 6 - Jan 18, 2021",01/06/2021,01/18/2021,37.6
Symptoms of Anxiety Disorder,By State,California,California,3 ,22,"Jan 6 - Jan 18, 2021",01/06/2021,01/18/2021,39.9
Symptoms of Anxiety Disorder,By State,Colorado,Colorado,3 ,22,"Jan 6 - Jan 18, 2021",01/06/2021,01/18/2021,36.6
Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,3 ,22,"Jan 6 - Jan 18, 2021",01/06/2021,01/18/2021,35.3
Symptoms of Anxiety Disorder,By State,Delaware,Delaware,3 ,22,"Jan 6 - Jan 18, 2021",01/06/2021,01/18/2021,34.7
Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,3 ,22,"Jan 6 - Jan 18, 2021",01/06/2021,01/18/2021,34.4
Symptoms of Anxiety Disorder,By State,Florida,Florida,3 ,22,"Jan 6 - Jan 18, 2021",01/06/2021,01/18/2021,33.7
Symptoms of Anxiety Disorder,By State,Georgia,Georgia,3 ,22,"Jan 6 - Jan 18, 2021",01/06/2021,01/18/2021,37.3
Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,3 ,22,"Jan 6 - Jan 18, 2021",01/06/2021,01/18/2021,34.4
Symptoms of Anxiety Disorder,By State,Idaho,Idaho,3 ,22,"Jan 6 - Jan 18, 2021",01/06/2021,01/18/2021,34.0
Symptoms of Anxiety Disorder,By State,Illinois,Illinois,3 ,22,"Jan 6 - Jan 18, 2021",01/06/2021,01/18/2021,35.6
Symptoms of Anxiety Disorder,By State,Indiana,Indiana,3 ,22,"Jan 6 - Jan 18, 2021",01/06/2021,01/18/2021,32.8
Symptoms of Anxiety Disorder,By State,Iowa,Iowa,3 ,22,"Jan 6 - Jan 18, 2021",01/06/2021,01/18/2021,31.1
Symptoms of Anxiety Disorder,By State,Kansas,Kansas,3 ,22,"Jan 6 - Jan 18, 2021",01/06/2021,01/18/2021,33.9
Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,3 ,22,"Jan 6 - Jan 18, 2021",01/06/2021,01/18/2021,35.8
Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,3 ,22,"Jan 6 - Jan 18, 2021",01/06/2021,01/18/2021,38.4
Symptoms of Anxiety Disorder,By State,Maine,Maine,3 ,22,"Jan 6 - Jan 18, 2021",01/06/2021,01/18/2021,34.8
Symptoms of Anxiety Disorder,By State,Maryland,Maryland,3 ,22,"Jan 6 - Jan 18, 2021",01/06/2021,01/18/2021,32.9
Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,3 ,22,"Jan 6 - Jan 18, 2021",01/06/2021,01/18/2021,34.9
Symptoms of Anxiety Disorder,By State,Michigan,Michigan,3 ,22,"Jan 6 - Jan 18, 2021",01/06/2021,01/18/2021,38.6
Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,3 ,22,"Jan 6 - Jan 18, 2021",01/06/2021,01/18/2021,30.8
Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,3 ,22,"Jan 6 - Jan 18, 2021",01/06/2021,01/18/2021,49.2
Symptoms of Anxiety Disorder,By State,Missouri,Missouri,3 ,22,"Jan 6 - Jan 18, 2021",01/06/2021,01/18/2021,36.4
Symptoms of Anxiety Disorder,By State,Montana,Montana,3 ,22,"Jan 6 - Jan 18, 2021",01/06/2021,01/18/2021,32.3
Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,3 ,22,"Jan 6 - Jan 18, 2021",01/06/2021,01/18/2021,31.7
Symptoms of Anxiety Disorder,By State,Nevada,Nevada,3 ,22,"Jan 6 - Jan 18, 2021",01/06/2021,01/18/2021,34.9
Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,3 ,22,"Jan 6 - Jan 18, 2021",01/06/2021,01/18/2021,33.7
Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,3 ,22,"Jan 6 - Jan 18, 2021",01/06/2021,01/18/2021,34.2
Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,3 ,22,"Jan 6 - Jan 18, 2021",01/06/2021,01/18/2021,33.6
Symptoms of Anxiety Disorder,By State,New York,New York,3 ,22,"Jan 6 - Jan 18, 2021",01/06/2021,01/18/2021,33.8
Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,3 ,22,"Jan 6 - Jan 18, 2021",01/06/2021,01/18/2021,38.8
Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,3 ,22,"Jan 6 - Jan 18, 2021",01/06/2021,01/18/2021,30.9
Symptoms of Anxiety Disorder,By State,Ohio,Ohio,3 ,22,"Jan 6 - Jan 18, 2021",01/06/2021,01/18/2021,34.4
Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,3 ,22,"Jan 6 - Jan 18, 2021",01/06/2021,01/18/2021,37.8
Symptoms of Anxiety Disorder,By State,Oregon,Oregon,3 ,22,"Jan 6 - Jan 18, 2021",01/06/2021,01/18/2021,39.2
Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,3 ,22,"Jan 6 - Jan 18, 2021",01/06/2021,01/18/2021,34.6
Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,3 ,22,"Jan 6 - Jan 18, 2021",01/06/2021,01/18/2021,39.4
Symptoms of Anxiety Disorder,By State,South Carolina,South Carolina,3 ,22,"Jan 6 - Jan 18, 2021",01/06/2021,01/18/2021,35.9
Symptoms of Anxiety Disorder,By State,South Dakota,South Dakota,3 ,22,"Jan 6 - Jan 18, 2021",01/06/2021,01/18/2021,29.2
Symptoms of Anxiety Disorder,By State,Tennessee,Tennessee,3 ,22,"Jan 6 - Jan 18, 2021",01/06/2021,01/18/2021,34.4
Symptoms of Anxiety Disorder,By State,Texas,Texas,3 ,22,"Jan 6 - Jan 18, 2021",01/06/2021,01/18/2021,33.9
Symptoms of Anxiety Disorder,By State,Utah,Utah,3 ,22,"Jan 6 - Jan 18, 2021",01/06/2021,01/18/2021,38.5
Symptoms of Anxiety Disorder,By State,Vermont,Vermont,3 ,22,"Jan 6 - Jan 18, 2021",01/06/2021,01/18/2021,30.6
Symptoms of Anxiety Disorder,By State,Virginia,Virginia,3 ,22,"Jan 6 - Jan 18, 2021",01/06/2021,01/18/2021,37.1
Symptoms of Anxiety Disorder,By State,Washington,Washington,3 ,22,"Jan 6 - Jan 18, 2021",01/06/2021,01/18/2021,37.9
Symptoms of Anxiety Disorder,By State,West Virginia,West Virginia,3 ,22,"Jan 6 - Jan 18, 2021",01/06/2021,01/18/2021,41.6
Symptoms of Anxiety Disorder,By State,Wisconsin,Wisconsin,3 ,22,"Jan 6 - Jan 18, 2021",01/06/2021,01/18/2021,31.4
Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,3 ,22,"Jan 6 - Jan 18, 2021",01/06/2021,01/18/2021,35.1
Symptoms of Anxiety Disorder,By State,Alabama,Alabama,3 ,23,"Jan 20 - Feb 1, 2021",01/20/2021,02/01/2021,36.6
Symptoms of Anxiety Disorder,By State,Alaska,Alaska,3 ,23,"Jan 20 - Feb 1, 2021",01/20/2021,02/01/2021,37.1
Symptoms of Anxiety Disorder,By State,Arizona,Arizona,3 ,23,"Jan 20 - Feb 1, 2021",01/20/2021,02/01/2021,36.9
Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,3 ,23,"Jan 20 - Feb 1, 2021",01/20/2021,02/01/2021,35.1
Symptoms of Anxiety Disorder,By State,California,California,3 ,23,"Jan 20 - Feb 1, 2021",01/20/2021,02/01/2021,39.7
Symptoms of Anxiety Disorder,By State,Colorado,Colorado,3 ,23,"Jan 20 - Feb 1, 2021",01/20/2021,02/01/2021,37.7
Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,3 ,23,"Jan 20 - Feb 1, 2021",01/20/2021,02/01/2021,35.8
Symptoms of Anxiety Disorder,By State,Delaware,Delaware,3 ,23,"Jan 20 - Feb 1, 2021",01/20/2021,02/01/2021,27.1
Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,3 ,23,"Jan 20 - Feb 1, 2021",01/20/2021,02/01/2021,37.5
Symptoms of Anxiety Disorder,By State,Florida,Florida,3 ,23,"Jan 20 - Feb 1, 2021",01/20/2021,02/01/2021,35.3
Symptoms of Anxiety Disorder,By State,Georgia,Georgia,3 ,23,"Jan 20 - Feb 1, 2021",01/20/2021,02/01/2021,39.0
Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,3 ,23,"Jan 20 - Feb 1, 2021",01/20/2021,02/01/2021,31.2
Symptoms of Anxiety Disorder,By State,Idaho,Idaho,3 ,23,"Jan 20 - Feb 1, 2021",01/20/2021,02/01/2021,32.0
Symptoms of Anxiety Disorder,By State,Illinois,Illinois,3 ,23,"Jan 20 - Feb 1, 2021",01/20/2021,02/01/2021,32.3
Symptoms of Anxiety Disorder,By State,Indiana,Indiana,3 ,23,"Jan 20 - Feb 1, 2021",01/20/2021,02/01/2021,36.8
Symptoms of Anxiety Disorder,By State,Iowa,Iowa,3 ,23,"Jan 20 - Feb 1, 2021",01/20/2021,02/01/2021,31.8
Symptoms of Anxiety Disorder,By State,Kansas,Kansas,3 ,23,"Jan 20 - Feb 1, 2021",01/20/2021,02/01/2021,32.1
Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,3 ,23,"Jan 20 - Feb 1, 2021",01/20/2021,02/01/2021,37.6
Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,3 ,23,"Jan 20 - Feb 1, 2021",01/20/2021,02/01/2021,43.4
Symptoms of Anxiety Disorder,By State,Maine,Maine,3 ,23,"Jan 20 - Feb 1, 2021",01/20/2021,02/01/2021,34.2
Symptoms of Anxiety Disorder,By State,Maryland,Maryland,3 ,23,"Jan 20 - Feb 1, 2021",01/20/2021,02/01/2021,34.7
Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,3 ,23,"Jan 20 - Feb 1, 2021",01/20/2021,02/01/2021,36.0
Symptoms of Anxiety Disorder,By State,Michigan,Michigan,3 ,23,"Jan 20 - Feb 1, 2021",01/20/2021,02/01/2021,32.9
Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,3 ,23,"Jan 20 - Feb 1, 2021",01/20/2021,02/01/2021,32.1
Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,3 ,23,"Jan 20 - Feb 1, 2021",01/20/2021,02/01/2021,35.8
Symptoms of Anxiety Disorder,By State,Missouri,Missouri,3 ,23,"Jan 20 - Feb 1, 2021",01/20/2021,02/01/2021,33.6
Symptoms of Anxiety Disorder,By State,Montana,Montana,3 ,23,"Jan 20 - Feb 1, 2021",01/20/2021,02/01/2021,30.5
Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,3 ,23,"Jan 20 - Feb 1, 2021",01/20/2021,02/01/2021,28.7
Symptoms of Anxiety Disorder,By State,Nevada,Nevada,3 ,23,"Jan 20 - Feb 1, 2021",01/20/2021,02/01/2021,37.4
Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,3 ,23,"Jan 20 - Feb 1, 2021",01/20/2021,02/01/2021,32.5
Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,3 ,23,"Jan 20 - Feb 1, 2021",01/20/2021,02/01/2021,35.3
Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,3 ,23,"Jan 20 - Feb 1, 2021",01/20/2021,02/01/2021,35.8
Symptoms of Anxiety Disorder,By State,New York,New York,3 ,23,"Jan 20 - Feb 1, 2021",01/20/2021,02/01/2021,32.3
Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,3 ,23,"Jan 20 - Feb 1, 2021",01/20/2021,02/01/2021,39.2
Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,3 ,23,"Jan 20 - Feb 1, 2021",01/20/2021,02/01/2021,23.8
Symptoms of Anxiety Disorder,By State,Ohio,Ohio,3 ,23,"Jan 20 - Feb 1, 2021",01/20/2021,02/01/2021,36.4
Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,3 ,23,"Jan 20 - Feb 1, 2021",01/20/2021,02/01/2021,43.4
Symptoms of Anxiety Disorder,By State,Oregon,Oregon,3 ,23,"Jan 20 - Feb 1, 2021",01/20/2021,02/01/2021,36.5
Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,3 ,23,"Jan 20 - Feb 1, 2021",01/20/2021,02/01/2021,35.1
Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,3 ,23,"Jan 20 - Feb 1, 2021",01/20/2021,02/01/2021,35.1
Symptoms of Anxiety Disorder,By State,South Carolina,South Carolina,3 ,23,"Jan 20 - Feb 1, 2021",01/20/2021,02/01/2021,32.8
Symptoms of Anxiety Disorder,By State,South Dakota,South Dakota,3 ,23,"Jan 20 - Feb 1, 2021",01/20/2021,02/01/2021,25.8
Symptoms of Anxiety Disorder,By State,Tennessee,Tennessee,3 ,23,"Jan 20 - Feb 1, 2021",01/20/2021,02/01/2021,38.5
Symptoms of Anxiety Disorder,By State,Texas,Texas,3 ,23,"Jan 20 - Feb 1, 2021",01/20/2021,02/01/2021,38.5
Symptoms of Anxiety Disorder,By State,Utah,Utah,3 ,23,"Jan 20 - Feb 1, 2021",01/20/2021,02/01/2021,35.9
Symptoms of Anxiety Disorder,By State,Vermont,Vermont,3 ,23,"Jan 20 - Feb 1, 2021",01/20/2021,02/01/2021,32.4
Symptoms of Anxiety Disorder,By State,Virginia,Virginia,3 ,23,"Jan 20 - Feb 1, 2021",01/20/2021,02/01/2021,32.7
Symptoms of Anxiety Disorder,By State,Washington,Washington,3 ,23,"Jan 20 - Feb 1, 2021",01/20/2021,02/01/2021,41.0
Symptoms of Anxiety Disorder,By State,West Virginia,West Virginia,3 ,23,"Jan 20 - Feb 1, 2021",01/20/2021,02/01/2021,34.7
Symptoms of Anxiety Disorder,By State,Wisconsin,Wisconsin,3 ,23,"Jan 20 - Feb 1, 2021",01/20/2021,02/01/2021,30.0
Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,3 ,23,"Jan 20 - Feb 1, 2021",01/20/2021,02/01/2021,32.5
Symptoms of Anxiety Disorder,By State,Alabama,Alabama,3 ,24,"Feb 3 - Feb 15, 2021",02/03/2021,02/15/2021,35.1
Symptoms of Anxiety Disorder,By State,Alaska,Alaska,3 ,24,"Feb 3 - Feb 15, 2021",02/03/2021,02/15/2021,33.0
Symptoms of Anxiety Disorder,By State,Arizona,Arizona,3 ,24,"Feb 3 - Feb 15, 2021",02/03/2021,02/15/2021,32.8
Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,3 ,24,"Feb 3 - Feb 15, 2021",02/03/2021,02/15/2021,38.1
Symptoms of Anxiety Disorder,By State,California,California,3 ,24,"Feb 3 - Feb 15, 2021",02/03/2021,02/15/2021,35.7
Symptoms of Anxiety Disorder,By State,Colorado,Colorado,3 ,24,"Feb 3 - Feb 15, 2021",02/03/2021,02/15/2021,30.7
Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,3 ,24,"Feb 3 - Feb 15, 2021",02/03/2021,02/15/2021,34.3
Symptoms of Anxiety Disorder,By State,Delaware,Delaware,3 ,24,"Feb 3 - Feb 15, 2021",02/03/2021,02/15/2021,33.0
Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,3 ,24,"Feb 3 - Feb 15, 2021",02/03/2021,02/15/2021,34.7
Symptoms of Anxiety Disorder,By State,Florida,Florida,3 ,24,"Feb 3 - Feb 15, 2021",02/03/2021,02/15/2021,34.4
Symptoms of Anxiety Disorder,By State,Georgia,Georgia,3 ,24,"Feb 3 - Feb 15, 2021",02/03/2021,02/15/2021,30.7
Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,3 ,24,"Feb 3 - Feb 15, 2021",02/03/2021,02/15/2021,26.9
Symptoms of Anxiety Disorder,By State,Idaho,Idaho,3 ,24,"Feb 3 - Feb 15, 2021",02/03/2021,02/15/2021,30.5
Symptoms of Anxiety Disorder,By State,Illinois,Illinois,3 ,24,"Feb 3 - Feb 15, 2021",02/03/2021,02/15/2021,30.7
Symptoms of Anxiety Disorder,By State,Indiana,Indiana,3 ,24,"Feb 3 - Feb 15, 2021",02/03/2021,02/15/2021,32.7
Symptoms of Anxiety Disorder,By State,Iowa,Iowa,3 ,24,"Feb 3 - Feb 15, 2021",02/03/2021,02/15/2021,30.0
Symptoms of Anxiety Disorder,By State,Kansas,Kansas,3 ,24,"Feb 3 - Feb 15, 2021",02/03/2021,02/15/2021,29.3
Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,3 ,24,"Feb 3 - Feb 15, 2021",02/03/2021,02/15/2021,30.8
Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,3 ,24,"Feb 3 - Feb 15, 2021",02/03/2021,02/15/2021,36.9
Symptoms of Anxiety Disorder,By State,Maine,Maine,3 ,24,"Feb 3 - Feb 15, 2021",02/03/2021,02/15/2021,32.5
Symptoms of Anxiety Disorder,By State,Maryland,Maryland,3 ,24,"Feb 3 - Feb 15, 2021",02/03/2021,02/15/2021,33.8
Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,3 ,24,"Feb 3 - Feb 15, 2021",02/03/2021,02/15/2021,34.4
Symptoms of Anxiety Disorder,By State,Michigan,Michigan,3 ,24,"Feb 3 - Feb 15, 2021",02/03/2021,02/15/2021,34.4
Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,3 ,24,"Feb 3 - Feb 15, 2021",02/03/2021,02/15/2021,26.9
Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,3 ,24,"Feb 3 - Feb 15, 2021",02/03/2021,02/15/2021,38.6
Symptoms of Anxiety Disorder,By State,Missouri,Missouri,3 ,24,"Feb 3 - Feb 15, 2021",02/03/2021,02/15/2021,33.0
Symptoms of Anxiety Disorder,By State,Montana,Montana,3 ,24,"Feb 3 - Feb 15, 2021",02/03/2021,02/15/2021,25.0
Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,3 ,24,"Feb 3 - Feb 15, 2021",02/03/2021,02/15/2021,30.7
Symptoms of Anxiety Disorder,By State,Nevada,Nevada,3 ,24,"Feb 3 - Feb 15, 2021",02/03/2021,02/15/2021,39.0
Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,3 ,24,"Feb 3 - Feb 15, 2021",02/03/2021,02/15/2021,29.3
Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,3 ,24,"Feb 3 - Feb 15, 2021",02/03/2021,02/15/2021,34.3
Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,3 ,24,"Feb 3 - Feb 15, 2021",02/03/2021,02/15/2021,37.2
Symptoms of Anxiety Disorder,By State,New York,New York,3 ,24,"Feb 3 - Feb 15, 2021",02/03/2021,02/15/2021,36.0
Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,3 ,24,"Feb 3 - Feb 15, 2021",02/03/2021,02/15/2021,33.8
Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,3 ,24,"Feb 3 - Feb 15, 2021",02/03/2021,02/15/2021,30.7
Symptoms of Anxiety Disorder,By State,Ohio,Ohio,3 ,24,"Feb 3 - Feb 15, 2021",02/03/2021,02/15/2021,31.2
Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,3 ,24,"Feb 3 - Feb 15, 2021",02/03/2021,02/15/2021,33.1
Symptoms of Anxiety Disorder,By State,Oregon,Oregon,3 ,24,"Feb 3 - Feb 15, 2021",02/03/2021,02/15/2021,39.8
Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,3 ,24,"Feb 3 - Feb 15, 2021",02/03/2021,02/15/2021,29.7
Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,3 ,24,"Feb 3 - Feb 15, 2021",02/03/2021,02/15/2021,31.3
Symptoms of Anxiety Disorder,By State,South Carolina,South Carolina,3 ,24,"Feb 3 - Feb 15, 2021",02/03/2021,02/15/2021,34.7
Symptoms of Anxiety Disorder,By State,South Dakota,South Dakota,3 ,24,"Feb 3 - Feb 15, 2021",02/03/2021,02/15/2021,29.6
Symptoms of Anxiety Disorder,By State,Tennessee,Tennessee,3 ,24,"Feb 3 - Feb 15, 2021",02/03/2021,02/15/2021,35.5
Symptoms of Anxiety Disorder,By State,Texas,Texas,3 ,24,"Feb 3 - Feb 15, 2021",02/03/2021,02/15/2021,34.8
Symptoms of Anxiety Disorder,By State,Utah,Utah,3 ,24,"Feb 3 - Feb 15, 2021",02/03/2021,02/15/2021,35.6
Symptoms of Anxiety Disorder,By State,Vermont,Vermont,3 ,24,"Feb 3 - Feb 15, 2021",02/03/2021,02/15/2021,36.0
Symptoms of Anxiety Disorder,By State,Virginia,Virginia,3 ,24,"Feb 3 - Feb 15, 2021",02/03/2021,02/15/2021,33.3
Symptoms of Anxiety Disorder,By State,Washington,Washington,3 ,24,"Feb 3 - Feb 15, 2021",02/03/2021,02/15/2021,36.4
Symptoms of Anxiety Disorder,By State,West Virginia,West Virginia,3 ,24,"Feb 3 - Feb 15, 2021",02/03/2021,02/15/2021,37.2
Symptoms of Anxiety Disorder,By State,Wisconsin,Wisconsin,3 ,24,"Feb 3 - Feb 15, 2021",02/03/2021,02/15/2021,32.2
Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,3 ,24,"Feb 3 - Feb 15, 2021",02/03/2021,02/15/2021,25.1
Symptoms of Anxiety Disorder,By State,Alabama,Alabama,3 ,25,"Feb 17 - Mar 1, 2021",02/17/2021,03/01/2021,30.0
Symptoms of Anxiety Disorder,By State,Alaska,Alaska,3 ,25,"Feb 17 - Mar 1, 2021",02/17/2021,03/01/2021,31.9
Symptoms of Anxiety Disorder,By State,Arizona,Arizona,3 ,25,"Feb 17 - Mar 1, 2021",02/17/2021,03/01/2021,31.6
Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,3 ,25,"Feb 17 - Mar 1, 2021",02/17/2021,03/01/2021,33.7
Symptoms of Anxiety Disorder,By State,California,California,3 ,25,"Feb 17 - Mar 1, 2021",02/17/2021,03/01/2021,35.9
Symptoms of Anxiety Disorder,By State,Colorado,Colorado,3 ,25,"Feb 17 - Mar 1, 2021",02/17/2021,03/01/2021,31.8
Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,3 ,25,"Feb 17 - Mar 1, 2021",02/17/2021,03/01/2021,35.8
Symptoms of Anxiety Disorder,By State,Delaware,Delaware,3 ,25,"Feb 17 - Mar 1, 2021",02/17/2021,03/01/2021,30.3
Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,3 ,25,"Feb 17 - Mar 1, 2021",02/17/2021,03/01/2021,34.5
Symptoms of Anxiety Disorder,By State,Florida,Florida,3 ,25,"Feb 17 - Mar 1, 2021",02/17/2021,03/01/2021,32.2
Symptoms of Anxiety Disorder,By State,Georgia,Georgia,3 ,25,"Feb 17 - Mar 1, 2021",02/17/2021,03/01/2021,34.7
Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,3 ,25,"Feb 17 - Mar 1, 2021",02/17/2021,03/01/2021,31.9
Symptoms of Anxiety Disorder,By State,Idaho,Idaho,3 ,25,"Feb 17 - Mar 1, 2021",02/17/2021,03/01/2021,30.2
Symptoms of Anxiety Disorder,By State,Illinois,Illinois,3 ,25,"Feb 17 - Mar 1, 2021",02/17/2021,03/01/2021,34.2
Symptoms of Anxiety Disorder,By State,Indiana,Indiana,3 ,25,"Feb 17 - Mar 1, 2021",02/17/2021,03/01/2021,33.9
Symptoms of Anxiety Disorder,By State,Iowa,Iowa,3 ,25,"Feb 17 - Mar 1, 2021",02/17/2021,03/01/2021,29.1
Symptoms of Anxiety Disorder,By State,Kansas,Kansas,3 ,25,"Feb 17 - Mar 1, 2021",02/17/2021,03/01/2021,27.6
Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,3 ,25,"Feb 17 - Mar 1, 2021",02/17/2021,03/01/2021,40.1
Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,3 ,25,"Feb 17 - Mar 1, 2021",02/17/2021,03/01/2021,39.0
Symptoms of Anxiety Disorder,By State,Maine,Maine,3 ,25,"Feb 17 - Mar 1, 2021",02/17/2021,03/01/2021,33.4
Symptoms of Anxiety Disorder,By State,Maryland,Maryland,3 ,25,"Feb 17 - Mar 1, 2021",02/17/2021,03/01/2021,32.3
Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,3 ,25,"Feb 17 - Mar 1, 2021",02/17/2021,03/01/2021,33.4
Symptoms of Anxiety Disorder,By State,Michigan,Michigan,3 ,25,"Feb 17 - Mar 1, 2021",02/17/2021,03/01/2021,32.7
Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,3 ,25,"Feb 17 - Mar 1, 2021",02/17/2021,03/01/2021,25.0
Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,3 ,25,"Feb 17 - Mar 1, 2021",02/17/2021,03/01/2021,40.5
Symptoms of Anxiety Disorder,By State,Missouri,Missouri,3 ,25,"Feb 17 - Mar 1, 2021",02/17/2021,03/01/2021,34.4
Symptoms of Anxiety Disorder,By State,Montana,Montana,3 ,25,"Feb 17 - Mar 1, 2021",02/17/2021,03/01/2021,25.2
Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,3 ,25,"Feb 17 - Mar 1, 2021",02/17/2021,03/01/2021,21.4
Symptoms of Anxiety Disorder,By State,Nevada,Nevada,3 ,25,"Feb 17 - Mar 1, 2021",02/17/2021,03/01/2021,40.9
Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,3 ,25,"Feb 17 - Mar 1, 2021",02/17/2021,03/01/2021,26.6
Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,3 ,25,"Feb 17 - Mar 1, 2021",02/17/2021,03/01/2021,33.1
Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,3 ,25,"Feb 17 - Mar 1, 2021",02/17/2021,03/01/2021,33.5
Symptoms of Anxiety Disorder,By State,New York,New York,3 ,25,"Feb 17 - Mar 1, 2021",02/17/2021,03/01/2021,32.7
Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,3 ,25,"Feb 17 - Mar 1, 2021",02/17/2021,03/01/2021,33.0
Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,3 ,25,"Feb 17 - Mar 1, 2021",02/17/2021,03/01/2021,25.3
Symptoms of Anxiety Disorder,By State,Ohio,Ohio,3 ,25,"Feb 17 - Mar 1, 2021",02/17/2021,03/01/2021,33.7
Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,3 ,25,"Feb 17 - Mar 1, 2021",02/17/2021,03/01/2021,36.1
Symptoms of Anxiety Disorder,By State,Oregon,Oregon,3 ,25,"Feb 17 - Mar 1, 2021",02/17/2021,03/01/2021,35.5
Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,3 ,25,"Feb 17 - Mar 1, 2021",02/17/2021,03/01/2021,32.6
Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,3 ,25,"Feb 17 - Mar 1, 2021",02/17/2021,03/01/2021,32.8
